"Jahr","StatZoneCd","StatZoneLang","QuarCd","QuarLang","KreisCd","ProjStatus","ProjStatusSort","EigentumsartSort","Eigentumsart","AnzWhg"
2008,"09208","Hardhof","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09208","Hardhof","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09208","Hardhof","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"09208","Hardhof","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09208","Hardhof","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Bewilligt","6702",4,"Natürliche Personen",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",180
2008,"09209","Altstetterplatz","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09209","Altstetterplatz","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"09210","Calandastrasse","092","Altstetten","9","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"09210","Calandastrasse","092","Altstetten","9","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"09210","Calandastrasse","092","Altstetten","9","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"09210","Calandastrasse","092","Altstetten","9","Bewilligt","6702",4,"Natürliche Personen",0
2008,"09210","Calandastrasse","092","Altstetten","9","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"09210","Calandastrasse","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09210","Calandastrasse","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09210","Calandastrasse","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"09210","Calandastrasse","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09210","Calandastrasse","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Bewilligt","6702",4,"Natürliche Personen",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09211","Zwyssigstrasse","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Bewilligt","6702",4,"Natürliche Personen",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09212","Grimselstrasse","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Bewilligt","6702",3,"Übrige private Gesellschaften",51
2008,"09213","Edelweissstrasse","092","Altstetten","9","Bewilligt","6702",4,"Natürliche Personen",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09213","Edelweissstrasse","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"09214","Letzigrund","092","Altstetten","9","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"09214","Letzigrund","092","Altstetten","9","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"09214","Letzigrund","092","Altstetten","9","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"09214","Letzigrund","092","Altstetten","9","Bewilligt","6702",4,"Natürliche Personen",0
2008,"09214","Letzigrund","092","Altstetten","9","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"09214","Letzigrund","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09214","Letzigrund","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09214","Letzigrund","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"09214","Letzigrund","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09214","Letzigrund","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"09215","Juchhof","092","Altstetten","9","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"09215","Juchhof","092","Altstetten","9","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"09215","Juchhof","092","Altstetten","9","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"09215","Juchhof","092","Altstetten","9","Bewilligt","6702",4,"Natürliche Personen",0
2008,"09215","Juchhof","092","Altstetten","9","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"09215","Juchhof","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09215","Juchhof","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09215","Juchhof","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"09215","Juchhof","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09215","Juchhof","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Bewilligt","6702",4,"Natürliche Personen",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Im Bau","6703",1,"Öffentliche Hand",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Im Bau","6703",4,"Natürliche Personen",0
2008,"09216","Grünaustrasse","092","Altstetten","9","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10101","Riedhof","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10101","Riedhof","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10101","Riedhof","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10101","Riedhof","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10101","Riedhof","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10101","Riedhof","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10101","Riedhof","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10101","Riedhof","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",37
2008,"10101","Riedhof","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10101","Riedhof","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10102","Hönggerberg","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10102","Hönggerberg","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10102","Hönggerberg","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10102","Hönggerberg","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10102","Hönggerberg","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10102","Hönggerberg","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10102","Hönggerberg","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",8
2008,"10102","Hönggerberg","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",9
2008,"10102","Hönggerberg","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10102","Hönggerberg","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",9
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",5
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",52
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",4
2008,"10103","Imbisbühlstrasse","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10104","Werdinsel","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10104","Werdinsel","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10104","Werdinsel","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10104","Werdinsel","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10104","Werdinsel","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10104","Werdinsel","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10104","Werdinsel","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10104","Werdinsel","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10104","Werdinsel","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",3
2008,"10104","Werdinsel","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10105","ETH Hönggerberg","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10106","Bauherrenstrasse","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10107","Grossmannstrasse","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",3
2008,"10107","Grossmannstrasse","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10108","Waidbad","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10108","Waidbad","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10108","Waidbad","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10108","Waidbad","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10108","Waidbad","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10108","Waidbad","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10108","Waidbad","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10108","Waidbad","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10108","Waidbad","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",4
2008,"10108","Waidbad","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10109","Rütihof","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10109","Rütihof","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10109","Rütihof","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",8
2008,"10109","Rütihof","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10109","Rütihof","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10109","Rütihof","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10109","Rütihof","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10109","Rütihof","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10109","Rütihof","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10109","Rütihof","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10110","Gsteigstrasse","101","Höngg","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10110","Gsteigstrasse","101","Höngg","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10110","Gsteigstrasse","101","Höngg","10","Bewilligt","6702",3,"Übrige private Gesellschaften",11
2008,"10110","Gsteigstrasse","101","Höngg","10","Bewilligt","6702",4,"Natürliche Personen",4
2008,"10110","Gsteigstrasse","101","Höngg","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10110","Gsteigstrasse","101","Höngg","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10110","Gsteigstrasse","101","Höngg","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10110","Gsteigstrasse","101","Höngg","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10110","Gsteigstrasse","101","Höngg","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10110","Gsteigstrasse","101","Höngg","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10201","Waidspital","102","Wipkingen","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10201","Waidspital","102","Wipkingen","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10201","Waidspital","102","Wipkingen","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10201","Waidspital","102","Wipkingen","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10201","Waidspital","102","Wipkingen","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10201","Waidspital","102","Wipkingen","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10201","Waidspital","102","Wipkingen","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10201","Waidspital","102","Wipkingen","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10201","Waidspital","102","Wipkingen","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10201","Waidspital","102","Wipkingen","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Im Bau","6703",4,"Natürliche Personen",14
2008,"10202","Im Sydefädeli","102","Wipkingen","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Im Bau","6703",4,"Natürliche Personen",4
2008,"10203","Zschokkestrasse","102","Wipkingen","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10204","Rosengartenstrasse","102","Wipkingen","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10205","Röschibachstrasse","102","Wipkingen","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Im Bau","6703",3,"Übrige private Gesellschaften",7
2008,"10206","Schubertstrasse","102","Wipkingen","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10206","Schubertstrasse","102","Wipkingen","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"10207","Letten","102","Wipkingen","10","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"10207","Letten","102","Wipkingen","10","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"10207","Letten","102","Wipkingen","10","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"10207","Letten","102","Wipkingen","10","Bewilligt","6702",4,"Natürliche Personen",0
2008,"10207","Letten","102","Wipkingen","10","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"10207","Letten","102","Wipkingen","10","Im Bau","6703",1,"Öffentliche Hand",0
2008,"10207","Letten","102","Wipkingen","10","Im Bau","6703",2,"Wohnbaugenossenschaften",0
2008,"10207","Letten","102","Wipkingen","10","Im Bau","6703",3,"Übrige private Gesellschaften",0
2008,"10207","Letten","102","Wipkingen","10","Im Bau","6703",4,"Natürliche Personen",0
2008,"10207","Letten","102","Wipkingen","10","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"11101","Mühlacker","111","Affoltern","11","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"11101","Mühlacker","111","Affoltern","11","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"11101","Mühlacker","111","Affoltern","11","Bewilligt","6702",3,"Übrige private Gesellschaften",69
2008,"11101","Mühlacker","111","Affoltern","11","Bewilligt","6702",4,"Natürliche Personen",0
2008,"11101","Mühlacker","111","Affoltern","11","Bewilligt","6702",5,"Im Stockwerkeigentum",0
2008,"11101","Mühlacker","111","Affoltern","11","Im Bau","6703",1,"Öffentliche Hand",0
2008,"11101","Mühlacker","111","Affoltern","11","Im Bau","6703",2,"Wohnbaugenossenschaften",340
2008,"11101","Mühlacker","111","Affoltern","11","Im Bau","6703",3,"Übrige private Gesellschaften",212
2008,"11101","Mühlacker","111","Affoltern","11","Im Bau","6703",4,"Natürliche Personen",20
2008,"11101","Mühlacker","111","Affoltern","11","Im Bau","6703",5,"Im Stockwerkeigentum",0
2008,"11102","Holzerhurd","111","Affoltern","11","Bewilligt","6702",1,"Öffentliche Hand",0
2008,"11102","Holzerhurd","111","Affoltern","11","Bewilligt","6702",2,"Wohnbaugenossenschaften",0
2008,"11102","Holzerhurd","111","Affoltern","11","Bewilligt","6702",3,"Übrige private Gesellschaften",0
2008,"11102","Holzerhurd","111","Affoltern","11","Bewilligt","6702",4,"Natürliche Personen",0
